Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice
498,4,3,575,1,6,2,23,1,62,1,2,1,1,202,355,579,204,523,1,1,5,0,41,1,54,184000
499,4,3,320,1,4,3,47,43,24,1,2,1,1,189,89,118,173,172,0,2,2,0,18,1,37,130000
500,4,3,155,2,4,3,48,32,62,1,1,1,1,92,157,220,173,156,0,1,2,0,25,1,39,120000
501,2,1,57,0,5,2,40,15,90,1,1,1,1,44,65,72,14,185,0,1,4,0,27,1,30,113000
502,7,2,808,4,6,2,97,50,62,2,2,2,1,311,476,434,277,505,1,2,4,0,82,2,259,226700
503,4,3,313,1,4,3,55,18,62,1,1,1,1,156,140,457,173,168,0,1,3,0,46,2,81,140000
504,4,3,958,4,6,3,56,52,62,1,1,1,1,561,627,670,173,727,1,1,3,2,62,2,171,289000
505,2,3,406,1,5,2,78,30,62,1,1,1,1,200,185,215,126,276,1,1,3,1,52,2,113,147000
506,2,1,185,1,4,2,8,0,87,1,1,1,1,302,48,140,53,403,1,1,7,0,2,2,105,124500
507,7,3,770,2,7,2,90,54,163,2,2,2,1,463,296,343,309,607,1,2,5,1,84,2,255,215000
508,4,2,747,4,5,2,106,59,62,2,2,2,1,449,467,512,173,185,1,2,1,0,95,2,340,208300
509,3,1,385,1,6,4,35,50,62,1,0,1,1,279,235,292,141,358,1,2,4,1,14,2,63,161000
510,4,3,385,2,4,2,56,13,112,1,1,1,1,74,85,227,173,142,0,1,3,0,62,1,49,124500
511,4,3,487,2,4,3,37,38,187,2,1,1,1,219,113,498,173,442,0,1,3,2,32,1,37,164900
512,6,3,725,5,6,2,97,57,162,2,2,2,1,302,453,496,173,418,1,2,3,1,82,2,197,202665
513,4,3,408,2,4,2,48,8,62,1,1,1,1,104,89,88,173,99,0,1,2,0,49,2,117,129900
514,4,3,886,2,5,2,77,14,62,1,2,1,1,83,122,289,173,215,0,1,2,0,70,2,171,134000
515,0,3,55,4,4,2,19,1,62,1,0,1,1,302,109,50,173,72,0,1,2,0,24,1,3,96500
516,4,3,1047,5,8,2,106,59,262,3,1,3,1,618,701,652,173,722,1,3,6,1,95,3,393,402861
517,3,3,447,3,5,2,44,7,65,1,1,1,1,302,235,135,180,340,1,1,4,1,51,2,267,158000
518,7,3,912,5,6,2,104,52,244,2,2,2,1,302,661,537,342,728,1,2,4,1,86,3,338,265000
519,7,3,753,4,5,2,92,48,62,1,2,2,1,451,424,163,261,432,1,1,4,0,78,2,288,211000
520,3,3,835,4,6,4,19,43,62,2,0,2,1,302,183,519,234,481,0,2,6,2,24,1,208,234000
521,1,3,454,1,3,3,12,38,62,1,0,0,0,302,40,40,84,347,1,1,4,0,0,0,12,106250
522,4,3,515,2,5,2,52,12,62,1,1,1,1,133,203,229,173,301,0,1,3,2,38,1,46,150000
523,4,1,61,1,5,3,14,1,62,1,1,1,1,235,356,332,150,294,1,1,4,2,31,2,90,159000
524,7,3,618,1,8,2,103,58,132,3,2,3,1,372,383,422,206,482,2,3,7,1,89,3,145,184750
525,7,3,989,5,6,2,104,52,283,2,2,2,1,513,653,515,381,787,1,2,5,1,86,3,405,315750
526,4,2,456,4,6,2,97,50,62,2,2,2,1,302,334,327,173,393,1,2,3,1,82,2,130,176000
527,4,3,248,2,4,3,36,38,62,1,1,2,1,115,264,240,173,134,0,1,1,0,10,1,119,132000
528,7,3,1059,5,8,2,110,58,233,3,2,3,1,625,709,723,409,846,1,3,7,1,96,3,429,446261
529,0,3,37,1,3,3,13,53,62,1,0,1,1,6,133,19,173,32,0,1,2,0,0,0,12,86000
530,4,3,715,4,5,1,52,34,0,2,2,1,1,519,447,492,173,562,2,1,6,2,68,2,171,200624
531,3,3,334,4,5,2,84,44,111,2,1,2,1,337,341,371,173,453,1,2,2,1,73,2,109,175000
532,3,1,217,1,5,3,13,46,62,1,0,0,0,302,100,106,68,336,1,1,3,0,3,2,176,128000
533,4,3,241,2,4,3,32,56,62,1,0,0,0,302,40,285,173,79,0,1,2,1,18,1,38,107500
534,4,3,61,1,0,1,18,1,62,0,0,0,0,302,40,1,173,1,0,0,0,0,0,0,12,39300
535,7,3,580,3,7,2,85,43,62,2,2,3,2,302,345,262,192,455,1,2,3,1,79,2,170,178000
536,1,3,170,1,4,3,11,36,62,1,1,2,1,30,523,124,25,80,0,1,2,0,0,0,12,107500
537,7,3,644,4,6,2,92,46,62,1,2,2,1,302,410,374,292,524,1,2,5,0,78,2,233,188000
538,4,3,112,2,3,2,44,7,62,1,1,1,1,100,89,88,173,99,0,1,2,0,34,2,127,111250
539,4,3,448,1,4,2,73,24,66,1,1,1,1,265,213,273,173,341,0,1,4,1,60,1,46,158000
540,4,3,925,4,7,2,99,53,252,2,2,2,1,545,606,529,173,504,1,2,3,1,90,2,326,272000
541,4,3,986,4,8,2,102,57,282,3,2,3,1,578,650,689,173,708,1,3,5,1,94,3,387,315000
542,7,3,717,5,7,2,87,38,186,2,2,2,1,302,386,316,321,694,1,2,5,1,77,3,268,248000
543,4,3,559,3,6,2,92,46,62,2,2,3,1,359,685,456,173,491,1,2,4,1,78,2,267,213250
544,6,1,254,2,6,2,92,48,78,1,2,2,1,384,186,137,173,194,0,1,1,0,78,1,52,133000
545,7,3,588,3,6,2,102,57,62,2,2,2,2,353,358,395,174,565,1,2,4,1,94,2,173,179665
546,4,3,817,3,6,2,84,40,226,2,2,2,2,486,428,568,194,647,1,2,6,0,73,3,369,229000
547,4,3,750,1,5,3,61,1,62,1,0,2,1,365,433,521,129,371,0,1,3,1,31,2,113,210000
548,3,3,231,2,4,3,33,16,62,1,1,2,1,398,109,130,173,183,0,1,2,0,59,2,117,129500
549,4,1,192,1,4,3,32,47,62,1,1,1,1,97,243,109,173,146,0,1,1,0,28,2,67,125000
550,7,2,863,4,6,2,96,43,62,2,2,2,1,302,157,220,340,726,1,2,5,1,85,2,254,263000
551,6,3,260,1,5,2,74,28,62,1,1,2,1,157,121,142,173,196,1,1,1,0,61,2,113,140000
552,4,1,124,1,4,2,52,12,62,1,1,1,1,41,264,240,173,134,0,1,2,0,38,1,37,112500
553,4,3,892,5,7,2,102,57,145,2,2,3,1,302,575,626,173,532,1,2,4,1,94,3,409,255500
554,4,3,118,1,3,2,10,42,62,1,1,0,0,302,40,217,173,283,1,2,2,0,80,2,143,108000
555,7,3,693,5,6,2,96,43,264,2,2,2,1,477,629,466,260,801,1,2,5,1,85,3,264,284000
556,0,1,121,1,4,2,7,1,62,1,0,1,0,302,52,85,173,110,0,1,2,1,20,1,21,113000
557,4,3,326,2,4,2,52,12,62,1,1,1,1,164,275,272,173,59,0,1,3,1,38,1,79,141000
558,4,0,205,0,3,2,13,1,62,1,1,1,1,138,74,56,27,187,0,1,4,0,93,1,91,108000
559,7,3,557,3,6,2,104,52,62,1,2,2,1,296,326,145,187,429,1,1,3,1,86,2,160,175000
560,6,3,797,3,6,2,96,43,173,2,2,2,1,302,538,581,173,660,1,2,4,1,85,2,90,234000
561,4,3,165,1,4,2,52,51,84,1,1,2,1,68,409,469,173,244,0,1,2,1,38,2,87,121500
562,4,3,519,2,4,2,78,34,62,1,1,2,1,314,302,339,173,309,0,1,3,1,68,2,144,170000
563,0,3,86,1,4,2,28,26,62,1,1,1,1,8,205,105,173,159,0,1,3,1,0,0,12,108000
564,4,3,623,1,5,3,76,1,62,1,0,2,1,302,388,261,207,560,1,1,5,1,37,2,75,185000
565,7,3,917,5,6,2,91,38,62,2,2,2,1,511,465,458,347,733,1,2,6,1,81,2,344,268000
566,3,3,218,1,5,1,31,1,62,1,2,2,1,302,161,49,194,420,0,0,3,0,3,1,55,128000
567,7,3,1001,4,8,2,97,56,274,2,2,2,2,302,527,478,385,795,1,3,7,1,82,3,365,325000
568,4,3,762,5,6,2,85,43,80,2,2,2,1,458,451,234,173,304,1,2,4,0,79,2,234,214000
569,4,3,990,2,7,3,77,59,62,2,1,2,1,581,600,647,382,788,0,2,2,1,70,2,336,316600
570,2,3,282,2,4,2,58,23,62,1,1,2,1,129,271,344,173,210,0,1,1,2,42,2,109,135960
571,2,3,333,2,4,2,55,18,127,1,1,1,1,111,177,477,173,356,1,1,7,0,59,2,127,142600
572,4,3,156,2,5,2,56,13,15,1,1,1,1,64,89,88,173,99,0,2,1,0,62,1,37,120000
573,7,3,798,4,6,2,106,59,62,1,2,3,1,302,516,558,309,634,1,2,3,0,95,2,280,224500
574,3,3,520,3,6,2,87,38,62,1,2,2,1,302,266,310,185,450,1,1,5,1,77,2,105,170000
575,3,3,137,2,4,3,26,50,64,1,1,1,1,149,142,168,98,227,0,1,2,0,43,1,37,139000
576,4,3,197,2,4,2,14,1,62,1,1,1,1,215,281,314,42,246,0,1,3,0,11,1,46,118500
577,4,3,141,1,6,3,35,1,62,1,0,1,1,302,57,203,84,265,1,1,3,1,14,1,55,145000
578,3,3,485,1,4,2,62,22,86,1,1,1,1,295,165,534,173,369,0,1,3,2,50,2,253,164500
579,2,2,367,4,6,2,103,56,62,2,2,2,1,302,235,210,141,244,1,2,2,0,89,2,183,146000
580,4,1,245,1,4,2,41,3,51,1,0,1,1,302,247,418,77,399,1,1,4,0,30,1,34,131500
581,4,3,606,2,5,2,66,49,101,1,1,1,1,259,167,406,173,470,0,2,4,2,53,2,107,181900
582,4,3,888,5,7,2,110,59,248,3,2,3,1,302,571,620,173,707,1,3,5,1,95,3,323,253293
583,2,3,144,1,5,2,94,45,36,1,1,2,1,475,87,83,173,131,0,1,2,0,0,0,12,118500
584,3,1,941,1,8,4,109,38,62,3,0,1,1,302,498,700,374,796,2,2,6,1,73,2,404,325000
585,4,1,131,1,3,3,65,47,62,1,0,1,1,302,242,138,50,430,0,2,3,0,36,1,54,133000
586,4,3,1029,4,7,2,97,57,309,2,2,3,1,604,681,715,173,822,1,2,4,2,82,3,404,369900
587,0,3,236,1,5,3,76,38,62,1,0,1,2,102,87,119,173,173,0,0,2,0,33,1,43,130000
588,3,3,289,1,4,2,29,4,62,1,1,1,1,198,190,404,173,216,0,1,1,0,86,2,87,137000
589,4,3,336,4,4,3,73,42,62,1,1,1,1,173,369,194,173,254,0,3,2,2,60,1,77,143000
590,0,1,408,1,4,2,3,19,62,1,0,1,1,302,96,131,173,84,0,1,1,0,73,1,32,79500
591,7,3,628,4,6,2,85,43,62,2,2,2,1,222,412,429,210,496,1,2,3,0,79,2,143,185900
592,7,3,1060,5,8,2,110,58,275,3,2,3,1,626,710,477,367,847,1,3,7,1,96,3,430,451950
593,4,3,164,2,4,3,29,42,62,1,2,1,2,475,87,83,173,131,0,1,1,0,54,2,65,138000
594,6,1,327,4,5,2,96,42,38,2,2,2,1,153,194,185,173,257,0,2,1,0,85,2,90,140000
595,4,3,103,4,4,2,60,34,62,1,1,2,1,302,285,62,173,65,0,1,2,0,71,1,21,110000
596,4,3,994,4,7,2,97,57,223,2,2,2,1,583,655,694,173,668,1,2,4,1,82,3,388,319000
597,3,1,127,1,5,3,11,55,62,1,1,1,1,302,107,136,124,418,0,1,4,0,17,1,55,114504
598,6,3,612,3,6,2,102,56,186,2,2,3,1,302,309,473,173,531,0,2,4,1,94,3,268,194201
599,4,3,777,4,4,2,74,28,188,1,1,2,1,466,494,544,173,420,1,2,4,1,61,2,275,217500
600,2,1,407,1,5,2,72,25,62,1,1,2,1,227,300,337,203,310,1,1,3,1,34,2,77,151000
601,7,3,931,5,7,2,97,50,256,2,2,2,1,422,611,655,309,576,1,3,5,1,85,2,385,275000
602,4,1,422,0,5,2,27,1,62,1,2,1,1,302,135,103,109,241,0,2,3,1,42,1,108,141000
603,7,3,784,2,7,2,91,33,62,2,2,2,1,487,502,550,280,623,1,2,5,1,81,2,199,220000
604,2,2,561,4,6,2,85,50,62,2,2,2,1,302,83,32,84,319,1,2,1,0,79,2,94,151000
605,4,3,785,4,6,2,95,53,194,2,2,2,1,368,574,601,173,650,1,2,3,1,80,2,182,221000
606,7,3,380,2,6,2,55,45,165,1,1,1,1,438,109,505,218,572,1,1,4,2,46,2,230,205000
607,4,3,413,4,4,2,104,51,62,1,2,2,1,141,158,97,173,120,0,2,3,0,77,2,127,152000
608,4,3,320,1,4,3,38,53,62,1,1,1,2,480,299,494,229,638,2,3,5,0,23,1,279,225000
609,3,3,1025,4,7,2,93,48,62,1,2,2,1,484,678,719,374,817,1,1,7,2,92,2,164,359100
610,4,3,145,1,3,2,43,11,21,1,1,1,1,57,99,75,173,118,0,1,2,0,33,1,27,118500
611,7,3,983,4,8,2,87,38,279,2,2,3,1,517,418,723,283,782,1,3,5,2,77,3,385,313000
612,3,3,382,3,5,2,64,27,106,1,1,2,1,208,308,151,173,287,1,1,3,1,55,2,253,148000
613,7,3,905,4,7,2,99,41,127,2,2,2,1,533,587,634,339,704,1,3,4,1,90,2,219,261500
614,4,3,373,2,4,2,103,56,62,1,2,2,1,201,153,320,173,223,0,1,3,0,0,0,12,147000
615,1,1,15,0,3,2,44,7,62,1,1,2,1,2,25,29,173,26,0,1,0,0,0,0,12,75500
616,3,3,284,2,5,3,49,17,31,1,2,1,1,117,160,199,173,262,0,2,3,0,28,2,94,137500
617,7,3,611,3,5,2,95,42,62,2,2,2,1,291,370,405,201,453,1,2,4,1,80,2,177,183200
618,0,3,76,2,5,2,41,3,62,1,1,1,1,302,281,314,173,71,0,2,1,0,29,2,87,105500
619,4,3,984,5,8,2,103,56,280,3,2,3,1,551,648,686,173,783,1,2,6,1,89,3,412,314813
620,7,3,974,4,7,2,96,42,217,2,2,2,1,571,593,674,241,774,1,2,7,2,85,3,379,305000
621,0,3,46,1,2,1,20,1,62,1,0,1,1,1,89,88,173,99,0,1,2,0,0,0,12,67000
622,7,3,454,3,5,3,78,52,62,1,1,1,1,530,551,598,314,678,1,1,6,1,52,2,117,240000
623,4,3,268,1,4,2,74,28,49,1,1,1,1,273,188,317,173,191,0,1,3,0,65,2,171,135000
624,2,2,552,4,5,2,87,38,206,2,2,2,1,278,273,247,149,396,1,2,1,1,77,2,113,168500
625,7,3,630,3,5,2,44,7,118,1,1,1,1,196,210,187,158,451,0,1,5,1,51,2,171,165150
626,4,3,610,2,5,2,50,20,73,1,1,1,1,302,257,286,173,350,0,1,2,0,29,2,113,160000
627,4,3,111,2,4,2,66,27,62,1,1,1,1,302,214,415,173,374,0,1,3,1,53,1,14,139900
628,3,3,385,2,5,2,32,7,39,1,1,1,1,317,307,239,173,331,0,1,4,2,37,1,85,153000
629,7,3,269,2,4,2,63,26,21,1,2,2,1,219,158,97,260,481,0,0,6,2,57,2,73,135000
630,3,3,528,2,5,2,67,29,94,1,1,1,1,338,347,319,173,382,0,1,3,0,49,2,143,168500
631,3,1,422,1,4,2,83,36,62,1,0,0,0,302,78,92,52,250,0,3,5,0,7,1,54,124000
632,6,3,749,5,7,2,102,57,127,2,2,2,2,436,470,518,173,585,1,2,3,1,94,2,248,209500
633,4,3,183,3,6,2,74,28,1,1,1,1,1,308,106,14,173,23,1,1,3,1,61,2,108,82500
634,4,3,306,2,4,3,41,50,62,1,1,1,1,152,136,153,173,212,0,1,3,0,30,1,56,139400
635,2,3,346,1,5,2,72,25,62,1,1,1,1,114,136,153,173,212,0,1,1,0,34,2,127,144000
636,1,1,708,1,5,3,20,47,62,0,1,1,0,288,418,304,244,555,1,0,5,0,0,0,12,200000
637,0,1,131,1,0,1,39,1,62,0,0,1,0,302,38,71,173,7,0,0,1,1,0,0,12,60000
638,1,1,124,1,4,1,41,3,62,1,1,1,1,302,26,156,9,46,1,2,4,0,30,1,40,93000
639,0,3,118,1,4,3,11,1,62,1,1,0,1,302,102,45,173,11,0,1,1,0,0,0,12,85000
640,6,3,911,3,7,2,102,57,62,2,2,2,2,539,592,571,173,654,1,3,4,1,94,3,268,264561
641,6,3,927,5,7,2,96,43,257,3,2,3,1,557,609,704,173,738,0,3,3,1,85,2,179,274000
642,7,2,807,4,6,2,99,41,62,2,2,2,1,432,316,350,299,641,1,2,4,1,90,2,280,226000
643,3,3,1020,2,7,3,44,47,62,2,1,2,1,612,675,701,275,813,1,3,6,2,51,2,325,345000
644,7,3,414,3,4,2,63,26,53,1,1,1,1,442,135,103,203,573,1,1,4,0,57,2,146,152000
645,4,2,886,4,8,2,106,59,272,3,2,3,1,605,682,642,173,823,1,3,4,1,95,3,246,370878
646,4,3,304,2,5,2,26,2,62,1,1,1,1,177,166,281,173,256,0,1,2,0,42,2,127,143250
647,4,3,241,2,4,2,22,1,62,1,1,0,0,302,40,85,173,110,0,1,4,0,31,2,90,98300
648,4,3,429,1,5,2,51,21,156,1,1,1,1,389,497,346,173,328,0,1,2,2,40,2,122,155000
649,7,3,261,2,5,2,62,22,205,1,1,1,1,302,273,257,136,592,0,1,4,1,50,2,138,155000
650,1,1,30,0,3,2,33,16,62,1,1,2,1,9,25,29,173,26,0,1,0,0,0,0,12,84500
651,7,2,651,4,6,2,103,56,0,2,2,2,1,302,244,507,255,614,1,2,4,0,89,2,239,205950
652,3,3,204,1,3,2,28,1,62,1,1,1,1,302,41,57,112,83,0,1,4,1,35,1,61,108000
653,7,3,637,4,6,2,104,51,62,2,2,2,1,302,410,459,252,337,1,2,4,1,86,2,196,191000
654,4,1,270,0,5,3,34,47,62,1,1,1,1,302,273,247,87,201,0,1,4,0,21,1,55,135000
655,4,3,1022,5,7,2,105,47,259,2,2,2,1,600,677,710,173,814,1,2,4,1,91,3,368,350000
656,2,1,68,0,5,2,26,2,3,1,1,1,1,302,19,20,28,59,0,1,3,0,43,1,30,88000
657,4,3,364,2,4,3,56,57,82,2,1,1,1,192,402,440,173,284,0,2,2,0,62,1,82,145500
658,3,3,241,4,6,2,21,38,62,1,0,2,1,302,263,223,284,506,0,1,3,1,48,1,49,149000
659,4,3,58,2,5,2,38,1,62,1,1,1,1,302,157,220,14,214,0,1,3,1,23,1,11,97500
660,4,3,443,1,4,3,67,46,62,1,2,1,1,138,289,321,173,384,0,1,4,0,60,2,94,167000
661,7,3,699,3,6,3,70,31,106,1,1,2,1,302,248,455,205,656,1,1,4,1,56,2,289,197900
662,7,3,1046,5,7,3,100,50,313,2,2,2,2,617,700,681,400,835,1,2,5,1,93,3,421,402000
663,4,3,104,2,5,1,73,24,156,1,1,0,0,302,409,469,173,244,0,1,2,2,60,2,127,110000
664,3,3,294,1,3,2,44,7,62,1,1,2,1,139,137,165,173,218,1,1,3,0,52,2,179,137500
665,4,3,1053,4,7,2,97,57,62,2,2,3,1,620,704,737,173,777,0,3,5,1,82,3,425,423000
666,7,3,825,3,7,2,87,38,190,2,2,2,1,302,530,572,300,655,1,2,4,1,77,2,73,230500
667,7,3,225,2,5,2,55,23,103,1,1,2,1,94,105,113,108,166,1,1,4,1,46,2,44,129000
668,4,3,651,2,5,2,100,48,150,1,2,2,1,410,421,470,173,529,1,2,4,1,93,2,252,193500
669,4,3,508,1,4,2,36,49,62,1,1,1,1,323,261,467,173,525,0,1,3,1,74,2,127,168000
670,0,3,365,4,3,2,7,1,62,1,0,0,1,302,373,511,173,219,0,0,2,1,20,1,119,137500
671,7,3,546,4,5,2,97,50,62,2,2,2,1,332,321,360,181,421,1,2,4,0,82,2,183,173500
672,3,1,70,1,5,2,23,1,62,1,0,1,1,24,65,146,76,62,1,1,3,0,17,1,45,103600
673,4,3,720,4,5,2,74,28,62,2,1,2,1,341,329,445,173,386,0,1,3,1,61,2,288,165000
674,4,3,896,4,5,3,52,43,135,1,2,1,1,524,579,628,173,592,1,2,4,2,38,2,222,257500
675,4,3,689,2,5,2,55,18,62,1,1,1,1,158,565,487,173,236,0,1,2,1,46,1,36,140000
676,2,3,386,1,5,2,64,27,62,1,1,1,1,203,185,215,125,359,1,1,4,1,55,2,113,148500
677,3,1,385,1,3,0,12,1,62,1,0,1,0,302,465,311,6,85,1,1,5,0,3,3,281,87000
678,0,3,94,1,4,3,4,57,62,2,0,1,1,302,109,206,173,88,0,2,2,0,5,1,54,109500
679,4,3,1030,4,7,2,110,58,303,2,2,3,1,302,683,716,173,801,1,2,4,1,96,3,405,372500
680,4,3,222,1,4,2,43,11,22,1,1,1,1,91,72,162,173,149,0,1,2,0,28,2,107,128500
681,6,3,529,2,5,2,72,25,62,1,1,2,1,174,162,126,173,178,1,1,2,1,34,1,30,143000
682,4,1,467,1,4,2,98,38,62,1,0,1,1,247,248,185,76,331,0,1,3,0,60,1,51,159434
683,6,3,540,4,5,2,104,52,62,1,2,2,1,329,319,299,173,416,0,2,3,1,86,2,266,173000
684,4,3,950,4,8,2,95,53,228,2,2,2,1,454,520,629,173,584,1,2,4,1,80,3,334,285000
685,7,3,786,5,6,2,92,48,137,2,2,2,1,302,508,553,282,592,1,1,4,0,78,2,230,221000
686,2,3,746,4,6,2,71,37,62,2,1,2,1,366,466,340,288,613,1,2,3,1,64,2,249,207500
687,7,2,811,4,6,2,103,56,62,2,2,2,1,302,393,323,302,642,2,2,4,0,89,2,250,227875
688,2,2,388,4,6,2,85,43,62,2,2,2,1,213,196,222,176,295,1,2,1,0,79,2,94,148800
689,4,3,1040,4,7,2,103,56,62,2,2,2,1,526,695,730,173,763,1,2,4,1,89,2,414,392000
690,6,3,684,5,5,2,97,57,203,2,2,2,1,426,401,428,173,336,1,2,3,1,82,2,161,194700
691,6,1,352,4,5,2,85,43,42,2,2,2,1,370,194,185,173,257,0,2,0,1,79,2,90,141000
692,7,3,1072,5,8,2,100,47,327,3,2,3,1,636,720,752,416,860,2,3,7,2,93,3,440,755000
693,7,3,1009,4,6,2,107,45,290,2,2,2,1,591,667,705,389,803,1,2,6,2,69,2,339,335000
694,0,3,123,1,4,2,45,24,62,1,0,1,1,302,274,132,173,184,0,1,1,0,60,1,22,108480
695,4,1,131,1,4,2,39,1,62,1,0,1,1,302,156,147,96,298,0,1,2,0,91,2,127,141500
696,4,3,566,4,5,2,82,49,186,1,1,2,2,304,335,608,173,436,1,2,2,1,59,2,190,176000
697,0,1,124,1,4,3,45,1,62,1,1,1,1,136,129,123,173,37,0,1,1,0,22,1,18,89000
698,4,3,175,1,4,3,8,0,62,1,2,3,2,102,188,111,173,160,0,1,3,0,2,1,32,123500
699,4,3,573,1,4,3,55,59,62,1,1,1,1,46,111,129,173,141,0,1,2,1,27,1,46,138500
700,6,2,690,4,6,2,85,43,62,2,2,2,1,385,496,545,173,538,1,2,2,0,79,2,182,196000
701,4,3,982,4,7,2,95,53,278,2,2,3,1,575,531,574,173,616,1,2,4,1,80,3,387,312500
702,4,3,385,3,6,2,63,26,80,1,1,1,1,302,165,462,173,189,0,1,3,0,57,2,87,140000
703,7,3,1027,4,7,2,102,57,300,3,2,3,2,302,601,640,398,819,1,3,7,1,94,3,401,361919
704,1,1,314,1,4,4,12,51,62,1,0,2,1,302,147,151,241,322,1,2,5,1,74,2,172,140000
705,4,3,393,4,6,2,85,50,179,2,2,2,1,427,479,546,173,502,1,2,4,0,79,2,377,213000
706,1,1,3,0,3,2,3,1,62,0,0,0,0,302,40,4,129,59,1,0,4,0,0,0,12,55000
707,4,3,972,4,6,2,26,53,205,1,1,2,1,519,642,679,173,580,1,2,2,2,43,2,376,302000
708,6,3,298,5,7,2,102,57,165,2,2,2,1,520,544,510,173,464,1,2,3,1,94,2,289,254000
709,7,3,587,3,6,2,103,56,62,2,2,2,1,302,349,357,168,373,1,2,5,1,89,2,105,179540
710,4,3,96,1,4,3,62,22,9,1,2,1,1,302,114,34,173,52,0,1,3,0,50,1,19,109900
711,0,3,1,1,2,2,65,42,62,2,1,1,1,302,1,145,173,3,0,1,2,0,0,0,12,52000
712,4,0,71,0,3,3,12,1,62,1,1,1,1,302,39,43,19,171,0,1,4,0,49,1,36,102776
713,6,3,646,4,7,2,84,44,62,2,2,2,1,341,298,336,173,398,1,2,2,1,73,2,228,189000
714,1,3,226,1,3,2,33,16,230,1,1,1,1,487,48,140,173,115,0,1,3,0,44,2,127,129000
715,7,3,242,1,5,3,70,50,185,2,1,1,1,331,241,268,139,474,1,2,3,0,56,2,47,130500
716,4,3,559,3,5,2,78,30,152,1,1,2,1,302,265,319,173,382,1,1,4,1,52,2,246,165000
717,3,1,454,1,6,3,46,48,62,1,0,1,1,302,252,284,228,346,0,1,5,0,86,2,118,159500
718,4,3,610,3,4,2,40,38,62,1,1,2,1,233,311,164,173,171,0,2,2,1,27,2,225,157000
719,7,3,1017,5,6,2,90,54,296,2,2,2,1,598,673,707,394,810,1,2,6,1,84,3,408,341000
720,4,3,562,4,4,2,63,26,62,1,1,2,1,285,103,108,173,164,0,1,2,1,57,1,45,128500
721,6,3,932,4,7,2,81,32,62,2,2,2,1,439,612,712,173,627,1,2,2,1,54,2,253,275000
722,6,1,352,4,5,2,85,43,47,2,2,2,1,230,194,185,173,257,0,2,0,0,79,2,90,143000
723,4,3,186,2,3,3,33,16,62,1,1,1,1,75,89,88,173,99,0,1,2,0,93,2,153,124500
724,4,3,193,1,3,2,41,7,62,1,2,1,1,302,394,316,88,378,1,1,4,0,25,1,150,135000
725,4,3,998,1,8,2,103,58,234,3,2,3,1,585,660,696,173,792,1,3,5,1,89,3,399,320000
726,4,3,158,2,3,2,33,16,62,1,1,1,1,90,89,88,173,99,0,2,2,0,69,2,180,120500
727,4,3,789,4,5,4,84,56,129,2,1,2,1,473,410,456,173,491,1,2,2,1,73,2,183,222000
728,4,3,682,4,6,2,103,56,64,2,2,2,1,397,346,387,173,446,1,2,3,0,89,2,221,194500
729,2,3,354,2,4,2,48,8,55,1,1,1,1,302,61,479,173,537,1,1,6,0,60,3,216,110000
730,0,1,298,0,3,2,23,1,62,1,1,1,1,234,135,185,173,386,0,1,2,0,29,2,84,103000
731,6,3,844,4,7,2,105,51,62,2,2,2,1,497,541,582,173,577,1,2,2,1,91,2,290,236500
732,3,3,638,4,6,2,96,42,172,2,2,3,1,428,532,438,173,493,1,2,3,1,85,2,223,187500
733,7,3,792,4,6,2,92,46,196,2,2,2,1,476,512,602,263,649,1,2,5,1,78,2,316,222500
734,4,3,610,1,4,2,43,14,62,1,1,1,1,259,89,141,173,195,0,1,3,1,33,1,30,131400
735,4,3,87,1,4,2,73,24,62,1,2,1,1,302,168,152,173,100,0,1,3,0,60,1,45,108000
736,3,1,454,1,6,3,20,16,62,1,0,2,1,185,410,374,250,505,0,1,3,2,47,2,126,163000
737,2,3,77,2,2,1,22,1,62,1,1,0,0,302,40,97,173,120,1,1,3,0,8,2,105,93500
738,7,3,858,3,7,2,97,50,62,2,2,2,1,302,549,408,288,727,1,2,5,1,82,3,342,239900
739,2,3,454,1,4,2,82,40,62,1,1,2,2,414,262,302,173,319,2,1,2,0,0,0,12,179000
740,7,3,659,4,6,2,85,43,62,2,2,2,1,302,89,88,240,356,1,2,4,0,79,2,107,190000
741,3,1,385,1,4,3,11,53,62,1,0,0,0,302,38,130,78,406,1,1,4,0,9,2,63,132000
742,4,3,328,1,5,3,43,51,62,1,1,1,1,169,157,220,173,156,0,2,2,0,29,1,37,142000
743,4,3,573,2,6,2,87,41,127,1,2,2,1,302,351,394,173,449,1,1,3,0,77,2,84,179000
744,3,3,558,1,4,2,49,46,62,1,1,2,1,255,45,567,173,646,1,1,3,1,76,2,94,175000
745,6,3,594,4,7,2,90,55,62,2,2,2,1,386,377,369,173,426,1,2,2,1,84,2,146,180000
746,7,3,969,3,7,4,70,51,185,3,1,1,2,565,491,639,371,768,2,2,7,2,93,2,374,299800
747,7,3,842,3,6,2,87,38,62,2,2,2,1,365,317,317,306,666,1,2,5,1,77,2,293,236000
